dataset,n,scenario,seed,gap,gap_component__exact_high_deficit,base_exact_high_deficit,treatment_exact_high_deficit,gap_component__exact_volume_deficit,base_exact_volume_deficit,treatment_exact_volume_deficit,gap_component__exact_volume_excess,base_exact_volume_excess,treatment_exact_volume_excess,gap_component__exact_violation,base_exact_violation,treatment_exact_violation,gap_component__exact_blocked,base_exact_blocked,treatment_exact_blocked,gap_component__exact_ward_excess,base_exact_ward_excess,treatment_exact_ward_excess,gap_component__exact_peak,base_exact_peak,treatment_exact_peak,gap_component__exact_icu_excess,base_exact_icu_excess,treatment_exact_icu_excess,gap_component__exact_overtime,base_exact_overtime,treatment_exact_overtime,delta_blocked,delta_peak,delta_icu_excess,delta_viol,extra_high_missed_by_A,raw_base_components_available,raw_treatment_components_available,dominant_component,dominant_component_value,tail_class
Synthetic,70,transfer_bottleneck,23,-18162.399999999965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31500.0,63.0,70.0,8000.0,132.0,124.0,2500.0,1.0,0.0,900.0,31.0,30.0,2000.0,184.0,176.0,-62.39999999999964,1270.41,1278.21,8.0,1.0,8.0,7.0,0.0,"exact_blocked,exact_high_deficit,exact_icu_excess,exact_overtime,exact_peak,exact_violation,exact_volume_deficit,exact_volume_excess,exact_ward_excess","exact_blocked,exact_high_deficit,exact_icu_excess,exact_overtime,exact_peak,exact_violation,exact_volume_deficit,exact_volume_excess,exact_ward_excess",exact_violation,-31500.0,catastrophic_loser
Synthetic,70,transfer_bottleneck,29,29631.359999999982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4500.0,58.0,57.0,19000.0,108.0,89.0,0.0,0.0,0.0,3600.0,22.0,18.0,2500.0,168.0,158.0,31.360000000000586,1398.88,1394.96,19.0,4.0,10.0,-1.0,0.0,"exact_blocked,exact_high_deficit,exact_icu_excess,exact_overtime,exact_peak,exact_violation,exact_volume_deficit,exact_volume_excess,exact_ward_excess","exact_blocked,exact_high_deficit,exact_icu_excess,exact_overtime,exact_peak,exact_violation,exact_volume_deficit,exact_volume_excess,exact_ward_excess",exact_blocked,19000.0,big_winner
Synthetic,70,transfer_bottleneck,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,36.0,0.0,91.0,91.0,0.0,1.0,1.0,0.0,19.0,19.0,0.0,162.0,162.0,0.0,1212.81,1212.81,0.0,0.0,0.0,0.0,0.0,"exact_blocked,exact_high_deficit,exact_icu_excess,exact_overtime,exact_peak,exact_violation,exact_volume_deficit,exact_volume_excess,exact_ward_excess","exact_blocked,exact_high_deficit,exact_icu_excess,exact_overtime,exact_peak,exact_violation,exact_volume_deficit,exact_volume_excess,exact_ward_excess",exact_high_deficit,0.0,middle
Synthetic,70,transfer_bottleneck,37,2681.7600000000093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40500.0,52.0,61.0,29000.0,134.0,105.0,0.0,1.0,1.0,5400.0,33.0,27.0,6250.0,176.0,151.0,2531.76,347.35,30.88,29.0,6.0,25.0,9.0,0.0,"exact_blocked,exact_high_deficit,exact_icu_excess,exact_overtime,exact_peak,exact_violation,exact_volume_deficit,exact_volume_excess,exact_ward_excess","exact_blocked,exact_high_deficit,exact_icu_excess,exact_overtime,exact_peak,exact_violation,exact_volume_deficit,exact_volume_excess,exact_ward_excess",exact_violation,-40500.0,middle
Synthetic,70,transfer_bottleneck,41,-10100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13500.0,51.0,54.0,3000.0,107.0,104.0,0.0,0.0,0.0,900.0,26.0,25.0,-500.0,161.0,163.0,0.0,809.0,809.0,3.0,1.0,-2.0,3.0,0.0,"exact_blocked,exact_high_deficit,exact_icu_excess,exact_overtime,exact_peak,exact_violation,exact_volume_deficit,exact_volume_excess,exact_ward_excess","exact_blocked,exact_high_deficit,exact_icu_excess,exact_overtime,exact_peak,exact_violation,exact_volume_deficit,exact_volume_excess,exact_ward_excess",exact_violation,-13500.0,middle
Synthetic,70,transfer_bottleneck,43,-6868.72000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9000.0,35.0,37.0,2000.0,166.0,164.0,0.0,3.0,3.0,900.0,40.0,39.0,250.0,183.0,182.0,-1018.7200000000012,898.56,1025.9,2.0,1.0,1.0,2.0,0.0,"exact_blocked,exact_high_deficit,exact_icu_excess,exact_overtime,exact_peak,exact_violation,exact_volume_deficit,exact_volume_excess,exact_ward_excess","exact_blocked,exact_high_deficit,exact_icu_excess,exact_overtime,exact_peak,exact_violation,exact_volume_deficit,exact_volume_excess,exact_ward_excess",exact_violation,-9000.0,middle
Synthetic,70,transfer_bottleneck,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0,0.0,104.0,104.0,0.0,3.0,3.0,0.0,24.0,24.0,0.0,154.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"exact_blocked,exact_high_deficit,exact_icu_excess,exact_overtime,exact_peak,exact_violation,exact_volume_deficit,exact_volume_excess,exact_ward_excess","exact_blocked,exact_high_deficit,exact_icu_excess,exact_overtime,exact_peak,exact_violation,exact_volume_deficit,exact_volume_excess,exact_ward_excess",exact_high_deficit,0.0,middle
Synthetic,70,transfer_bottleneck,7,-2100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4500.0,38.0,39.0,1000.0,112.0,111.0,0.0,0.0,0.0,900.0,27.0,26.0,500.0,174.0,172.0,0.0,1178.06,1178.06,1.0,1.0,2.0,1.0,0.0,"exact_blocked,exact_high_deficit,exact_icu_excess,exact_overtime,exact_peak,exact_violation,exact_volume_deficit,exact_volume_excess,exact_ward_excess","exact_blocked,exact_high_deficit,exact_icu_excess,exact_overtime,exact_peak,exact_violation,exact_volume_deficit,exact_volume_excess,exact_ward_excess",exact_violation,-4500.0,middle
GermanOR,50,nominal,7,-37600.0,0.0,,,0.0,,,0.0,,,-85500.0,,,28000.0,,,5000.0,,,5400.0,,,9500.0,,,0.0,,,28.0,6.0,38.0,19.0,-0.0,,,exact_violation,-85500.0,middle
GermanOR,50,nominal,11,-12006.04800000001,0.0,,,0.0,,,0.0,,,-54000.0,,,23000.0,,,7500.0,,,4500.0,,,6750.0,,,243.952,,,23.0,5.0,27.0,12.0,-0.0,,,exact_violation,-54000.0,middle
GermanOR,50,nominal,19,-65091.744000000006,0.0,,,0.0,,,0.0,,,-103500.0,,,21000.0,,,5000.0,,,4500.0,,,7500.0,,,408.256,,,21.0,5.0,30.0,23.0,-0.0,,,exact_violation,-103500.0,catastrophic_loser
GermanOR,50,nominal,23,-50500.0,0.0,,,0.0,,,0.0,,,-103500.0,,,33000.0,,,5000.0,,,4500.0,,,10500.0,,,0.0,,,33.0,5.0,42.0,23.0,-0.0,,,exact_violation,-103500.0,middle
GermanOR,50,nominal,29,-34724.23200000002,0.0,,,0.0,,,0.0,,,-85500.0,,,41000.0,,,-5000.0,,,4500.0,,,10000.0,,,275.768,,,41.0,5.0,40.0,19.0,-0.0,,,exact_violation,-85500.0,middle
GermanOR,50,nominal,31,-1506.680000000022,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,-1506.68,,,0.0,0.0,0.0,-0.0,-0.0,,,exact_overtime,-1506.68,middle
GermanOR,50,nominal,37,-11351.383999999993,0.0,,,0.0,,,0.0,,,-22500.0,,,12000.0,,,-7500.0,,,0.0,,,5000.0,,,1648.616,,,12.0,0.0,20.0,5.0,-0.0,,,exact_violation,-22500.0,middle
GermanOR,50,nominal,41,4500.0,0.0,,,0.0,,,0.0,,,4500.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,0.0,-1.0,-0.0,,,exact_violation,4500.0,big_winner
GermanOR,50,nominal,43,-25977.831999999995,0.0,,,0.0,,,0.0,,,-67500.0,,,24000.0,,,10000.0,,,3600.0,,,5750.0,,,-1827.832,,,24.0,4.0,23.0,15.0,-0.0,,,exact_violation,-67500.0,middle
GermanOR,50,nominal,47,-65665.152,0.0,,,0.0,,,0.0,,,-85500.0,,,15000.0,,,-5000.0,,,4500.0,,,5000.0,,,334.848,,,15.0,5.0,20.0,19.0,-0.0,,,exact_violation,-85500.0,catastrophic_loser
GermanOR,50,transfer_bottleneck,7,-36595.35999999999,0.0,,,0.0,,,0.0,,,-81000.0,,,22000.0,,,10000.0,,,5400.0,,,7000.0,,,4.64,,,22.0,6.0,28.0,18.0,-0.0,,,exact_violation,-81000.0,middle
GermanOR,50,transfer_bottleneck,11,-20791.583999999973,0.0,,,0.0,,,0.0,,,-13500.0,,,9000.0,,,-20000.0,,,4500.0,,,750.0,,,-1541.584,,,9.0,5.0,3.0,3.0,-0.0,,,exact_ward_excess,-20000.0,middle
GermanOR,50,transfer_bottleneck,19,-57600.0,0.0,,,0.0,,,0.0,,,-85500.0,,,18000.0,,,-2500.0,,,5400.0,,,7000.0,,,0.0,,,18.0,6.0,28.0,19.0,-0.0,,,exact_violation,-85500.0,middle
GermanOR,50,transfer_bottleneck,23,-38169.18400000001,0.0,,,0.0,,,0.0,,,-90000.0,,,34000.0,,,5000.0,,,7200.0,,,7250.0,,,-1619.184,,,34.0,8.0,29.0,20.0,-0.0,,,exact_violation,-90000.0,middle
GermanOR,50,transfer_bottleneck,29,-37464.47200000001,0.0,,,0.0,,,0.0,,,-54000.0,,,1000.0,,,15000.0,,,-2700.0,,,1500.0,,,1735.528,,,1.0,-3.0,6.0,12.0,-0.0,,,exact_violation,-54000.0,middle
GermanOR,50,transfer_bottleneck,31,-17936.896000000008,0.0,,,0.0,,,0.0,,,-27000.0,,,8000.0,,,0.0,,,4500.0,,,-1750.0,,,-1686.896,,,8.0,5.0,-7.0,6.0,-0.0,,,exact_violation,-27000.0,middle
GermanOR,50,transfer_bottleneck,37,-13312.199999999952,0.0,,,0.0,,,0.0,,,-72000.0,,,39000.0,,,0.0,,,10800.0,,,9750.0,,,-862.1999999999999,,,39.0,12.0,39.0,16.0,-0.0,,,exact_violation,-72000.0,middle
GermanOR,50,transfer_bottleneck,41,0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,0.0,-0.0,-0.0,,,exact_high_deficit,0.0,middle
GermanOR,50,transfer_bottleneck,43,-28567.73599999997,0.0,,,0.0,,,0.0,,,-67500.0,,,24000.0,,,2500.0,,,4500.0,,,7000.0,,,932.264,,,24.0,5.0,28.0,15.0,-0.0,,,exact_violation,-67500.0,middle
GermanOR,50,transfer_bottleneck,47,-35424.38400000002,0.0,,,0.0,,,0.0,,,-72000.0,,,20000.0,,,5000.0,,,8100.0,,,4000.0,,,-524.384,,,20.0,9.0,16.0,16.0,-0.0,,,exact_violation,-72000.0,middle
GermanOR,70,nominal,7,-7350.0,0.0,,,0.0,,,0.0,,,0.0,,,-3000.0,,,-5000.0,,,900.0,,,-250.0,,,0.0,,,-3.0,1.0,-1.0,-0.0,-0.0,,,exact_ward_excess,-5000.0,middle
GermanOR,70,nominal,11,9961.983999999997,0.0,,,0.0,,,0.0,,,-27000.0,,,24000.0,,,0.0,,,8100.0,,,4750.0,,,111.98399999999992,,,24.0,9.0,19.0,6.0,-0.0,,,exact_violation,-27000.0,big_winner
GermanOR,70,nominal,19,0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,0.0,-0.0,-0.0,,,exact_high_deficit,0.0,middle
GermanOR,70,nominal,23,5756.744000000006,0.0,,,0.0,,,0.0,,,-4500.0,,,6000.0,,,2500.0,,,900.0,,,500.0,,,356.7440000000006,,,6.0,1.0,2.0,1.0,-0.0,,,exact_blocked,6000.0,middle
GermanOR,70,nominal,29,-12900.0,0.0,,,0.0,,,0.0,,,-9000.0,,,-3000.0,,,0.0,,,-900.0,,,0.0,,,0.0,,,-3.0,-1.0,0.0,2.0,-0.0,,,exact_violation,-9000.0,middle
GermanOR,70,nominal,31,900.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,900.0,,,0.0,,,0.0,,,0.0,1.0,0.0,-0.0,-0.0,,,exact_peak,900.0,middle
GermanOR,70,nominal,37,-4500.0,0.0,,,0.0,,,0.0,,,-4500.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,0.0,1.0,-0.0,,,exact_violation,-4500.0,middle
GermanOR,70,nominal,41,0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,0.0,-0.0,-0.0,,,exact_high_deficit,0.0,middle
GermanOR,70,nominal,43,-17750.0,0.0,,,0.0,,,0.0,,,-18000.0,,,0.0,,,0.0,,,0.0,,,250.0,,,0.0,,,0.0,0.0,1.0,4.0,-0.0,,,exact_violation,-18000.0,middle
GermanOR,70,nominal,47,-17340.112000000023,0.0,,,0.0,,,0.0,,,-27000.0,,,10000.0,,,-2500.0,,,-5400.0,,,3250.0,,,4309.888,,,10.0,-6.0,13.0,6.0,-0.0,,,exact_violation,-27000.0,middle
GermanOR,70,transfer_bottleneck,7,-4250.0,0.0,,,0.0,,,0.0,,,4500.0,,,-6000.0,,,-2500.0,,,0.0,,,-250.0,,,0.0,,,-6.0,0.0,-1.0,-1.0,-0.0,,,exact_blocked,-6000.0,middle
GermanOR,70,transfer_bottleneck,11,7500.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,7500.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,0.0,-0.0,-0.0,,,exact_ward_excess,7500.0,big_winner
GermanOR,70,transfer_bottleneck,19,-9100.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,-10000.0,,,900.0,,,0.0,,,0.0,,,0.0,1.0,0.0,-0.0,-0.0,,,exact_ward_excess,-10000.0,middle
GermanOR,70,transfer_bottleneck,23,-15442.23999999999,0.0,,,0.0,,,0.0,,,-81000.0,,,45000.0,,,5000.0,,,9000.0,,,8750.0,,,-2192.24,,,45.0,10.0,35.0,18.0,-0.0,,,exact_violation,-81000.0,middle
GermanOR,70,transfer_bottleneck,29,10900.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,10000.0,,,900.0,,,0.0,,,0.0,,,0.0,1.0,0.0,-0.0,-0.0,,,exact_ward_excess,10000.0,big_winner
GermanOR,70,transfer_bottleneck,31,-12456.61599999998,0.0,,,0.0,,,0.0,,,-22500.0,,,-3000.0,,,5000.0,,,-1800.0,,,4250.0,,,5593.384,,,-3.0,-2.0,17.0,5.0,-0.0,,,exact_violation,-22500.0,middle
GermanOR,70,transfer_bottleneck,37,6800.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,5000.0,,,1800.0,,,0.0,,,0.0,,,0.0,2.0,0.0,-0.0,-0.0,,,exact_ward_excess,5000.0,middle
GermanOR,70,transfer_bottleneck,41,-8100.0,0.0,,,0.0,,,0.0,,,-9000.0,,,0.0,,,0.0,,,900.0,,,0.0,,,0.0,,,0.0,1.0,0.0,2.0,-0.0,,,exact_violation,-9000.0,middle
GermanOR,70,transfer_bottleneck,43,0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,0.0,-0.0,-0.0,,,exact_high_deficit,0.0,middle
GermanOR,70,transfer_bottleneck,47,8236.687999999966,0.0,,,0.0,,,0.0,,,4500.0,,,-4000.0,,,7500.0,,,900.0,,,0.0,,,-663.3119999999999,,,-4.0,1.0,0.0,-1.0,-0.0,,,exact_ward_excess,7500.0,big_winner
GermanOR,100,nominal,7,24800.0,0.0,,,0.0,,,0.0,,,27000.0,,,-2000.0,,,-7500.0,,,6300.0,,,1000.0,,,0.0,,,-2.0,7.0,4.0,-6.0,-0.0,,,exact_violation,27000.0,middle
GermanOR,100,nominal,11,17400.0,0.0,,,0.0,,,0.0,,,0.0,,,4000.0,,,12500.0,,,900.0,,,0.0,,,0.0,,,4.0,1.0,0.0,-0.0,-0.0,,,exact_ward_excess,12500.0,middle
GermanOR,100,nominal,19,-178289.23199999996,0.0,,,-200000.0,,,0.0,,,40500.0,,,-10000.0,,,0.0,,,900.0,,,-2500.0,,,-7189.232,,,-10.0,1.0,-10.0,-9.0,-0.0,,,exact_volume_deficit,-200000.0,catastrophic_loser
GermanOR,100,nominal,23,104202.544,0.0,,,0.0,,,0.0,,,85500.0,,,10000.0,,,-2500.0,,,7200.0,,,1250.0,,,2752.544,,,10.0,8.0,5.0,-19.0,-0.0,,,exact_violation,85500.0,big_winner
GermanOR,100,nominal,29,-188260.248,0.0,,,-200000.0,,,0.0,,,4500.0,,,13000.0,,,-7500.0,,,8100.0,,,750.0,,,-7110.248,,,13.0,9.0,3.0,-1.0,-0.0,,,exact_volume_deficit,-200000.0,catastrophic_loser
GermanOR,100,nominal,31,2500.0,0.0,,,0.0,,,0.0,,,0.0,,,2000.0,,,0.0,,,0.0,,,500.0,,,0.0,,,2.0,0.0,2.0,-0.0,-0.0,,,exact_blocked,2000.0,middle
GermanOR,100,nominal,37,-176250.00000000006,0.0,,,-200000.0,,,0.0,,,22500.0,,,0.0,,,0.0,,,0.0,,,1250.0,,,0.0,,,0.0,0.0,5.0,-5.0,-0.0,,,exact_volume_deficit,-200000.0,catastrophic_loser
GermanOR,100,nominal,41,5000.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,5000.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,0.0,-0.0,-0.0,,,exact_ward_excess,5000.0,middle
GermanOR,100,nominal,43,11150.0,0.0,,,0.0,,,0.0,,,-13500.0,,,13000.0,,,7500.0,,,900.0,,,3250.0,,,0.0,,,13.0,1.0,13.0,3.0,-0.0,,,exact_violation,-13500.0,middle
GermanOR,100,nominal,47,-11150.0,0.0,,,0.0,,,0.0,,,-4500.0,,,-6000.0,,,0.0,,,-900.0,,,250.0,,,0.0,,,-6.0,-1.0,1.0,1.0,-0.0,,,exact_blocked,-6000.0,middle
GermanOR,100,transfer_bottleneck,7,15800.0,0.0,,,0.0,,,0.0,,,18000.0,,,-6000.0,,,-2500.0,,,6300.0,,,0.0,,,0.0,,,-6.0,7.0,0.0,-4.0,-0.0,,,exact_violation,18000.0,middle
GermanOR,100,transfer_bottleneck,11,-750.0,0.0,,,0.0,,,0.0,,,4500.0,,,-5000.0,,,0.0,,,0.0,,,-250.0,,,0.0,,,-5.0,0.0,-1.0,-1.0,-0.0,,,exact_blocked,-5000.0,middle
GermanOR,100,transfer_bottleneck,19,31050.0,0.0,,,0.0,,,0.0,,,27000.0,,,2000.0,,,0.0,,,1800.0,,,250.0,,,0.0,,,2.0,2.0,1.0,-6.0,-0.0,,,exact_violation,27000.0,big_winner
GermanOR,100,transfer_bottleneck,23,1800.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1800.0,,,0.0,,,0.0,,,0.0,2.0,0.0,-0.0,-0.0,,,exact_peak,1800.0,middle
GermanOR,100,transfer_bottleneck,29,-100650.0,0.0,,,0.0,,,0.0,,,-148500.0,,,25000.0,,,17500.0,,,3600.0,,,1750.0,,,0.0,,,25.0,4.0,7.0,33.0,-0.0,,,exact_violation,-148500.0,middle
GermanOR,100,transfer_bottleneck,31,0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,0.0,-0.0,-0.0,,,exact_high_deficit,0.0,middle
GermanOR,100,transfer_bottleneck,37,-185250.0000000001,0.0,,,-200000.0,,,0.0,,,13500.0,,,0.0,,,0.0,,,0.0,,,1250.0,,,0.0,,,0.0,0.0,5.0,-3.0,-0.0,,,exact_volume_deficit,-200000.0,catastrophic_loser
GermanOR,100,transfer_bottleneck,41,900.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,900.0,,,0.0,,,0.0,,,0.0,1.0,0.0,-0.0,-0.0,,,exact_peak,900.0,middle
GermanOR,100,transfer_bottleneck,43,0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,0.0,-0.0,-0.0,,,exact_high_deficit,0.0,middle
GermanOR,100,transfer_bottleneck,47,-3900.0,0.0,,,0.0,,,0.0,,,0.0,,,-3000.0,,,0.0,,,-900.0,,,0.0,,,0.0,,,-3.0,-1.0,0.0,-0.0,-0.0,,,exact_blocked,-3000.0,middle
GermanOR,150,nominal,7,153070.25600000005,0.0,,,0.0,,,0.0,,,130500.0,,,10000.0,,,0.0,,,7200.0,,,2000.0,,,3370.256,,,10.0,8.0,8.0,-29.0,-0.0,,,exact_violation,130500.0,middle
GermanOR,150,nominal,11,28050.0,0.0,,,0.0,,,0.0,,,27000.0,,,5000.0,,,-7500.0,,,1800.0,,,1750.0,,,0.0,,,5.0,2.0,7.0,-6.0,-0.0,,,exact_violation,27000.0,middle
GermanOR,150,nominal,19,155000.0,0.0,,,0.0,,,0.0,,,135000.0,,,10000.0,,,2500.0,,,4500.0,,,3000.0,,,0.0,,,10.0,5.0,12.0,-30.0,-0.0,,,exact_violation,135000.0,middle
GermanOR,150,nominal,23,170450.0,0.0,,,0.0,,,0.0,,,157500.0,,,0.0,,,2500.0,,,7200.0,,,3250.0,,,0.0,,,0.0,8.0,13.0,-35.0,-0.0,,,exact_violation,157500.0,middle
GermanOR,150,nominal,29,98863.34400000004,0.0,,,0.0,,,0.0,,,103500.0,,,-8000.0,,,-15000.0,,,11700.0,,,2500.0,,,4163.344,,,-8.0,13.0,10.0,-23.0,-0.0,,,exact_violation,103500.0,middle
GermanOR,150,nominal,31,110726.576,0.0,,,0.0,,,0.0,,,85500.0,,,14000.0,,,-5000.0,,,7200.0,,,5750.0,,,3276.576,,,14.0,8.0,23.0,-19.0,-0.0,,,exact_violation,85500.0,middle
GermanOR,150,nominal,37,145490.984,0.0,,,0.0,,,0.0,,,144000.0,,,3000.0,,,-10000.0,,,4500.0,,,4250.0,,,-259.0160000000001,,,3.0,5.0,17.0,-32.0,-0.0,,,exact_violation,144000.0,middle
GermanOR,150,nominal,41,115878.76,0.0,,,0.0,,,0.0,,,94500.0,,,11000.0,,,-5000.0,,,7200.0,,,4250.0,,,3928.76,,,11.0,8.0,17.0,-21.0,-0.0,,,exact_violation,94500.0,middle
GermanOR,150,nominal,43,194906.84,0.0,,,0.0,,,0.0,,,171000.0,,,25000.0,,,-25000.0,,,8100.0,,,11750.0,,,4056.84,,,25.0,9.0,47.0,-38.0,-0.0,,,exact_violation,171000.0,middle
GermanOR,150,nominal,47,101022.82400000002,0.0,,,0.0,,,0.0,,,85500.0,,,3000.0,,,-2500.0,,,10800.0,,,1000.0,,,3222.824,,,3.0,12.0,4.0,-19.0,-0.0,,,exact_violation,85500.0,middle
GermanOR,150,transfer_bottleneck,7,186762.31200000003,0.0,,,0.0,,,0.0,,,148500.0,,,12000.0,,,5000.0,,,12600.0,,,4000.0,,,4662.312,,,12.0,14.0,16.0,-33.0,-0.0,,,exact_violation,148500.0,middle
GermanOR,150,transfer_bottleneck,11,23650.0,0.0,,,0.0,,,0.0,,,22500.0,,,0.0,,,0.0,,,900.0,,,250.0,,,0.0,,,0.0,1.0,1.0,-5.0,-0.0,,,exact_violation,22500.0,middle
GermanOR,150,transfer_bottleneck,19,234649.37600000005,0.0,,,0.0,,,0.0,,,166500.0,,,50000.0,,,-5000.0,,,8100.0,,,10500.0,,,4549.376,,,50.0,9.0,42.0,-37.0,-0.0,,,exact_violation,166500.0,big_winner
GermanOR,150,transfer_bottleneck,23,168755.68000000005,0.0,,,0.0,,,0.0,,,130500.0,,,23000.0,,,0.0,,,900.0,,,9500.0,,,4855.68,,,23.0,1.0,38.0,-29.0,-0.0,,,exact_violation,130500.0,middle
GermanOR,150,transfer_bottleneck,29,207879.096,0.0,,,0.0,,,0.0,,,162000.0,,,28000.0,,,-10000.0,,,11700.0,,,12500.0,,,3679.096,,,28.0,13.0,50.0,-36.0,-0.0,,,exact_violation,162000.0,big_winner
GermanOR,150,transfer_bottleneck,31,120213.14399999996,0.0,,,0.0,,,0.0,,,85500.0,,,13000.0,,,5000.0,,,7200.0,,,6750.0,,,2763.144,,,13.0,8.0,27.0,-19.0,-0.0,,,exact_violation,85500.0,middle
GermanOR,150,transfer_bottleneck,37,180202.664,0.0,,,0.0,,,0.0,,,184500.0,,,-2000.0,,,-10000.0,,,4500.0,,,3750.0,,,-547.3359999999998,,,-2.0,5.0,15.0,-41.0,-0.0,,,exact_violation,184500.0,middle
GermanOR,150,transfer_bottleneck,41,107477.00800000005,0.0,,,0.0,,,0.0,,,103500.0,,,-4000.0,,,0.0,,,4500.0,,,-1000.0,,,4477.008,,,-4.0,5.0,-4.0,-23.0,-0.0,,,exact_violation,103500.0,middle
GermanOR,150,transfer_bottleneck,43,152550.0,0.0,,,0.0,,,0.0,,,139500.0,,,-4000.0,,,7500.0,,,1800.0,,,7750.0,,,0.0,,,-4.0,2.0,31.0,-31.0,-0.0,,,exact_violation,139500.0,middle
GermanOR,150,transfer_bottleneck,47,53150.0,0.0,,,0.0,,,0.0,,,31500.0,,,-2000.0,,,17500.0,,,5400.0,,,750.0,,,0.0,,,-2.0,6.0,3.0,-7.0,-0.0,,,exact_violation,31500.0,middle
Mannino,50,nominal,7,-60350.0,0.0,,,0.0,,,0.0,,,-90000.0,,,19000.0,,,-2500.0,,,5400.0,,,7750.0,,,0.0,,,19.0,6.0,31.0,20.0,-0.0,,,exact_violation,-90000.0,catastrophic_loser
Mannino,50,nominal,11,0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,0.0,-0.0,-0.0,,,exact_high_deficit,0.0,middle
Mannino,50,nominal,19,-59100.0,0.0,,,0.0,,,0.0,,,-85500.0,,,31000.0,,,-17500.0,,,900.0,,,12000.0,,,0.0,,,31.0,1.0,48.0,19.0,-0.0,,,exact_violation,-85500.0,middle
Mannino,50,nominal,23,-58976.0,0.0,,,0.0,,,0.0,,,-108000.0,,,35000.0,,,0.0,,,4500.0,,,9500.0,,,24.0,,,35.0,5.0,38.0,24.0,-0.0,,,exact_violation,-108000.0,middle
Mannino,50,nominal,29,-62500.0,0.0,,,0.0,,,0.0,,,-85500.0,,,19000.0,,,-2500.0,,,0.0,,,6500.0,,,0.0,,,19.0,0.0,26.0,19.0,-0.0,,,exact_violation,-85500.0,catastrophic_loser
Mannino,50,nominal,31,-32275.60000000001,0.0,,,0.0,,,0.0,,,-40500.0,,,4000.0,,,0.0,,,-1800.0,,,5500.0,,,524.4,,,4.0,-2.0,22.0,9.0,-0.0,,,exact_violation,-40500.0,middle
Mannino,50,nominal,37,-33505.76000000001,0.0,,,0.0,,,0.0,,,-85500.0,,,45000.0,,,-15000.0,,,9000.0,,,12750.0,,,244.24,,,45.0,10.0,51.0,19.0,-0.0,,,exact_violation,-85500.0,middle
Mannino,50,nominal,41,-29800.0,0.0,,,0.0,,,0.0,,,-67500.0,,,26000.0,,,-2500.0,,,7200.0,,,7000.0,,,0.0,,,26.0,8.0,28.0,15.0,-0.0,,,exact_violation,-67500.0,middle
Mannino,50,nominal,43,-49600.0,0.0,,,0.0,,,0.0,,,-72000.0,,,23000.0,,,-7500.0,,,900.0,,,6000.0,,,0.0,,,23.0,1.0,24.0,16.0,-0.0,,,exact_violation,-72000.0,middle
Mannino,50,nominal,47,-31800.0,0.0,,,0.0,,,0.0,,,-81000.0,,,34000.0,,,-2500.0,,,7200.0,,,10500.0,,,0.0,,,34.0,8.0,42.0,18.0,-0.0,,,exact_violation,-81000.0,middle
